	min_index	min_value
1	131559	0.5
2	130594	0.0
3	130324	0.750243783578215
4	130647	0.6150998205402495
5	131100	0.7549497443552379
6	131204	0.6769708587651007
7	130882	0.7714182046721622
8	131856	0.4162827684129815
9	130647	0.5101020514433643
10	130408	0.8091145711072667
11	130617	0.6077677297236319
12	130531	0.4166666666666666
13	130942	0.6713121324330418
14	130530	0.4226497308103743
15	130647	0.5101020514433643
16	130408	0.8013201464402434
17	131513	0.8456966500379081
18	130942	0.6713121324330418
19	130530	0.4226497308103743
20	131934	0.3489055952291372
21	130324	0.7190242565254918
22	130647	0.3195861825602283
23	130594	0.15837458846982688
24	130324	0.750243783578215
25	131559	0.4226497308103743
26	130594	0.15837458846982688
27	130324	0.7454860948096889
28	130567	0.21553545944726385
29	131559	0.4226497308103743
30	130647	0.5049262285116628
31	131559	0.5527864045000421
32	130324	0.766913381300774
33	131919	0.3465803618137935
34	131856	0.2500000000000001
35	130647	0.3195861825602283
36	130534	0.3097315100373665
37	130612	0.5875210443078474
38	131745	0.9417777490260418
39	131847	0.8933996418221948
40	130647	0.2614510541240036
41	131087	0.7349845360000249
42	130647	0.0
43	130324	0.750243783578215
44	130594	0.15837458846982688
45	131559	0.5
46	131100	0.7624915656018583
47	130829	0.6731397747696932
48	130882	0.7735445931710808
49	131204	0.3707467950343074
50	130524	0.2546440075000701
51	130647	0.16666666666666666
52	130324	0.6934303302575171
53	130647	0.3195861825602283
54	130594	0.24722734729091897
55	130324	0.6627733632832689
56	130645	0.6220355269907727
57	130324	0.7454860948096889
58	130594	0.15837458846982688
59	131559	0.4226497308103743
60	130567	0.21553545944726385
61	131559	0.5
62	130594	0.12095092700846755
63	130324	0.750243783578215
64	131559	0.5
65	130594	0.0
66	130324	0.750243783578215
67	131945	0.7385118198157545
68	131132	0.8782838761099631
69	131204	0.44056907221448427
70	130647	0.3845425451033363
71	131856	0.45
72	130584	0.3594873847796515
73	131132	0.8782838761099631
74	131204	0.43263348538641977
75	130647	0.3195861825602283
76	131856	0.45
77	130647	0.0
78	131559	0.5
79	130594	0.0
80	130324	0.7454860948096889
81	130584	0.1937742251701451
82	131934	0.3489055952291372
83	130324	0.7288861450920499
84	131559	0.4226497308103743
85	130594	0.07804555427071136
86	130324	0.7454860948096889
87	130584	0.1937742251701451
88	131559	0.4226497308103743
89	130594	0.15837458846982688
90	130324	0.750243783578215
91	130584	0.1937742251701451
92	130647	0.3195861825602283
93	130594	0.0
94	130324	0.750243783578215
95	130584	0.1937742251701451
96	130567	0.1927926472044249
97	131194	0.6404537522466626
98	130647	0.5101020514433643
99	130408	0.8013201464402434
100	131513	0.8456966500379081
101	130942	0.6713121324330418
102	130530	0.4226497308103743
103	130674	0.4933596028951012
104	131416	0.7717822677061807
105	130581	0.4116515945854479
106	130647	0.5470891863421616
107	130674	0.27239312489100104
108	131128	0.6432469659936622
109	131565	0.6499513787592293
110	131416	0.7627105010618753
111	130526	0.5435645354123616
112	131945	0.7385118198157545
113	131132	0.8782838761099631
114	131204	0.44056907221448427
115	131204	0.2404454746872502
116	130647	0.3845425451033363
117	130552	0.6
118	130645	0.5735985672887791
119	130300	0.3407038683437892
120	131559	0.2928932188134524
121	131559	0.75
122	131100	0.728253511805297
123	130882	0.7462270393373118
124	131194	0.6060807014208324
125	130647	0.26970325665977857
126	130769	0.6464466094067263
127	130706	0.7438795837140585
128	131194	0.6733473709959257
129	130647	0.507634036082669
130	131559	0.4226497308103743
131	130594	0.07804555427071136
132	130324	0.7454860948096889
133	130324	0.7514662883068914
134	131856	0.25379749275536345
135	130644	0.507634036082669
136	130647	0.7190242565254918
137	130647	0.5188747756753118
138	131513	0.8456966500379081
139	131932	0.4522774424948339
140	130591	0.527544408738466
141	130942	0.6621376857413268
142	130052	1.0
143	130644	0.507634036082669
144	130647	0.7261387212474171
145	130647	0.3545027756320971
146	130942	0.641431417199682
147	130530	0.4226497308103743
148	130052	1.0
149	130647	0.5101020514433643
150	130408	0.8091145711072667
151	130647	0.3845425451033363
152	131513	0.8456966500379081
153	130942	0.6486178892500329
154	130647	0.5101020514433643
155	130408	0.8091145711072667
156	130617	0.5917517095361371
157	131513	0.8456966500379081
158	130942	0.6521494573814782
159	130647	0.5435645354123616
160	130644	0.507634036082669
161	131346	0.9265776901785648
162	130647	0.5188747756753118
163	131513	0.8456966500379081
164	130942	0.6521494573814782
165	130829	0.7226499018873855
166	130052	1.0
167	130647	0.5101020514433643
168	130408	0.8091145711072667
169	130647	0.4896896369201712
170	131513	0.8456966500379081
171	130617	0.6837722339831621
172	130942	0.6486178892500329
173	130829	0.7226499018873855
174	130052	1.0
175	130647	0.4896896369201712
176	130942	0.6205266807797944
177	130052	1.0
178	130647	0.5101020514433643
179	130408	0.8091145711072667
180	130584	0.4600944752009829
181	130644	0.14719713457755826
182	130594	0.17265969600796938
183	130647	0.33333333333333337
184	130528	0.5783629786442162
185	130645	0.4646966209686893
186	131559	0.6837722339831621
187	131918	0.5917517095361371
188	130647	0.16666666666666666
189	131473	0.792330347339534
190	130674	0.4821912949812837
191	130525	0.6755571577384749
192	131809	0.768674027213504
193	131100	0.7660104036036656
194	131919	0.3108009404827866
195	130587	0.33056131860479704
196	130882	0.7572659817811795
197	131194	0.5991081371313635
198	131204	0.30439165635974763
199	130586	0.6666666666666667
200	130612	0.6938137821521027
201	130808	0.5703827091671562
202	130674	0.5398210066915777
203	130892	0.6930296932425397
204	131559	0.7418011102528388
205	131823	0.7651443038494896
206	130647	0.27831216351296784
207	130644	0.2440710539815456
208	130594	0.20788196561866049
209	130382	0.0
210	131513	0.8174258141649446
211	130647	0.4896896369201712
212	131559	0.6837722339831621
213	131918	0.5527864045000421
214	131559	0.6837722339831621
215	130647	0.4729537233052701
216	130531	0.5875210443078474
217	130528	0.5783629786442162
218	131856	0.16147450843757893
219	130647	0.33333333333333337
220	130594	0.17265969600796938
221	131856	0.05719095841793664
222	131918	0.5917517095361371
223	131286	0.28730335490020165
224	130324	0.7514662883068914
225	131856	0.25379749275536345
226	130586	0.6150998205402495
227	130324	0.7514662883068914
228	131856	0.25379749275536345
229	130942	0.5954800825220548
230	130647	0.16666666666666666
231	131549	0.659222899451761
232	130647	0.3195861825602283
233	130595	0.2173762078750736
234	130581	0.3603978509331687
235	130591	0.5580582617584078
236	131559	0.6464466094067263
237	130647	0.2284832501895404
238	130554	0.35831105208025205
239	131856	0.2500000000000001
240	130324	0.7578999376468738
241	131559	0.5527864045000421
242	131305	0.3346521608695394
243	131709	0.2511091354816629
244	131559	0.0
245	130324	0.7514662883068914
246	131856	0.25379749275536345
247	131553	0.7310735628997614
248	130539	0.7169307414638509
249	130647	0.2284832501895404
250	131100	0.7624915656018583
251	130829	0.6731397747696932
252	130882	0.7735445931710808
253	131204	0.3707467950343074
254	131473	0.792330347339534
255	130647	0.16666666666666666
256	130674	0.4938289317564689
257	130525	0.6688669107337389
258	130324	0.6065552623176831
259	130645	0.26213521262737816
260	130596	0.3291796067500631
261	130324	0.7176087526375474
262	130647	0.3195861825602283
263	130595	0.3135935270163559
264	130647	0.6594973876965006
265	130942	0.6278957962323747
266	131513	0.8456966500379081
267	130647	0.5917517095361369
268	130567	0.21553545944726385
269	130324	0.7454860948096889
270	130594	0.15837458846982688
271	131559	0.4226497308103743
272	130647	0.4729537233052701
273	130942	0.6
274	131346	0.9265776901785648
275	130647	0.507634036082669
276	130647	0.5743717346206256
277	130408	0.8013201464402434
278	130647	0.3845425451033363
279	130591	0.4669982091109739
280	130942	0.6713121324330418
281	130052	1.0
282	130647	0.5101020514433643
283	130408	0.8091145711072667
284	130647	0.5049262285116628
285	131513	0.8456966500379081
286	130942	0.6824573519457058
287	130052	1.0
288	131815	0.6666666666666667
289	130285	0.8174258141649446
290	131123	0.7165266452430796
291	131469	0.8110177634953863
292	131745	0.9417777490260418
293	130647	0.4556689460481826
294	131815	0.6464466094067263
295	131815	0.6666666666666667
296	131815	0.6666666666666667
297	130725	0.7642977396044841
298	131123	0.7165266452430796
299	131469	0.8110177634953863
300	130908	0.9148743469241252
301	131847	0.8933996418221948
302	131815	0.6666666666666667
303	130534	0.04653741075440765
304	131815	0.5
305	131847	0.8933996418221948
306	130612	0.5875210443078474
307	131745	0.9417777490260418
308	131847	0.8933996418221948
309	131745	0.9417777490260418
310	130612	0.5875210443078474
311	131815	0.6666666666666667
312	130534	0.15484574527148345
313	130603	0.5
314	131745	0.9417777490260418
315	130530	0.2298459537845946
316	131815	0.6666666666666667
317	130647	0.26970325665977857
318	131745	0.9417777490260418
319	131847	0.8933996418221948
320	131270	0.26213521262737816
321	131745	0.9417777490260418
322	131847	0.8933996418221948
323	131270	0.26213521262737816
324	130650	0.7958758547680684
325	130285	0.8174258141649446
326	130646	0.0
327	131123	0.7135268436643464
328	130534	0.0
329	130603	0.3291796067500631
330	130534	0.08712907082472321
331	130534	0.04653741075440765
332	131506	0.9154845745271484
333	131745	0.9417777490260418
334	131815	0.6464466094067263
335	130534	0.04653741075440765
336	130647	0.4556689460481826
337	131469	0.8110177634953863
338	131123	0.7165266452430796
339	130285	0.8174258141649446
340	131745	0.9417777490260418
341	130534	0.18350341907227385
342	131815	0.6666666666666667
343	131815	0.6666666666666667
344	130603	0.5
345	131815	0.6666666666666667
346	131123	0.7165266452430796
347	130285	0.8174258141649446
348	131469	0.8110177634953863
349	131051	0.9556321745291944
350	130285	0.8174258141649446
351	131123	0.7165266452430796
352	131745	0.9417777490260418
353	130647	0.16666666666666666
354	130052	1.0
355	130942	0.6278957962323747
356	130942	0.6086031561679347
357	131204	0.3975359239232907
358	130647	0.3545027756320971
359	131918	0.6464466094067263
360	130449	0.7891814893221081
361	130052	1.0
362	131483	0.2170526090222441
363	130647	0.16666666666666666
364	130324	0.5944464471730937
365	130591	0.6464466094067263
366	130942	0.6127016653792583
367	130647	0.6594973876965006
368	130647	0.16666666666666666
369	131559	0.6984886554222364
370	131559	0.5527864045000421
371	130942	0.6043717159625278
372	130560	0.1501634144012024
373	130526	0.4522774424948339
374	130526	0.4522774424948339
375	130526	0.4522774424948339
376	130526	0.4522774424948339
377	130526	0.5188747756753118
378	130645	0.35284977107056603
379	130324	0.6176404435490637
380	130647	0.5648058601107555
381	131559	0.5
382	130534	0.0
383	131815	0.6666666666666667
384	130647	0.4556689460481826
385	130534	0.04653741075440765
386	131815	0.6464466094067263
387	130530	0.2298459537845946
388	130603	0.3453463292920229
389	131416	0.6922712725516682
390	130674	0.4340835415818897
391	130534	0.18350341907227385
392	130318	0.7475532789460535
393	130591	0.5833333333333333
394	130677	0.4606401100294063
395	130645	0.6666666666666667
396	131815	0.6666666666666667
397	131416	0.699035367285577
398	130674	0.4340835415818897
399	131847	0.8933996418221948
400	131270	0.26213521262737816
401	130534	0.0
402	130534	0.15484574527148345
403	130534	0.18350341907227385
404	131815	0.6464466094067263
405	131815	0.6666666666666667
406	130569	0.2640199278060128
407	131815	0.6666666666666667
408	131745	0.9417777490260418
409	130612	0.5875210443078474
410	130052	1.0
411	130646	0.0
412	130285	0.8709005551264194
413	130650	0.7958758547680684
414	131123	0.7165266452430796
415	130603	0.5
416	130534	0.15484574527148345
417	130612	0.5755626561864172
418	131847	0.8933996418221948
419	131815	0.6464466094067263
420	130534	0.0
421	131815	0.7113248654051871
422	130647	0.3845425451033363
423	130285	0.8709005551264194
424	130650	0.7958758547680684
425	131123	0.7165266452430796
426	130650	0.7958758547680684
427	130646	0.5917517095361371
428	130645	0.6666666666666667
429	130647	0.3845425451033363
430	131493	0.49290744716289
431	131123	0.7135268436643464
432	130645	0.6666666666666667
433	130646	0.5917517095361371
434	130650	0.7958758547680684
435	131270	0.6666666666666667
436	131551	0.9033263510954336
437	131123	0.7165266452430796
438	131270	0.05719095841793664
439	130646	0.0
440	130650	0.7958758547680684
441	130285	0.8174258141649446
442	131123	0.7135268436643464
443	131762	0.9461618097941834
444	130645	0.6666666666666667
445	130646	0.0
446	131469	0.8110177634953863
447	131270	0.7642977396044841
448	130645	0.7018576030000281
449	131123	0.7135268436643464
450	130646	0.5917517095361371
451	130645	0.6666666666666667
452	131270	0.7642977396044841
453	131469	0.8110177634953863
454	131493	0.49290744716289
455	131123	0.7276476102990389
456	130646	0.5917517095361371
457	130650	0.7958758547680684
458	131493	0.49290744716289
459	131123	0.7135268436643464
460	130647	0.4556689460481826
461	130612	0.5875210443078474
462	131847	0.8933996418221948
463	131832	0.8585786437626906
464	130591	0.4896896369201712
465	130942	0.6619382981085933
466	130324	0.7566678683038561
467	130324	0.7404457261907801
468	131559	0.2928932188134524
469	130647	0.26970325665977857
470	130706	0.7474618638619474
471	130646	0.5917517095361371
472	130645	0.6666666666666667
473	131270	0.7642977396044841
474	130650	0.7958758547680684
475	131123	0.7302292078014188
476	131493	0.49290744716289
477	130612	0.5875210443078474
478	131745	0.9417777490260418
479	131847	0.8933996418221948
480	130647	0.27831216351296784
481	131823	0.7697953722419346
482	130646	0.0
483	130645	0.7018576030000281
484	131123	0.7135268436643464
485	130650	0.7958758547680684
486	130285	0.8709005551264194
487	130647	0.2928932188134525
488	130647	0.1339745962155614
489	130787	0.5669872981077807
490	130647	0.6464466094067263
491	131553	0.6388424407426925
492	130706	0.7438795837140585
493	130881	0.7245886836223782
494	130769	0.5847726007313001
495	131945	0.5477329831333546
496	130052	1.0
497	131426	0.7642977396044841
498	131123	0.7165266452430796
499	130650	0.7958758547680684
500	130534	0.15484574527148345
501	130591	0.4896896369201712
502	130647	0.2928932188134525
503	131169	0.29835358455437666
504	130052	1.0
505	130647	0.1339745962155614
506	130881	0.7245886836223782
507	130647	0.4836022205056777
508	130515	0.2928932188134524
509	131194	0.6733473709959257
510	131169	0.29835358455437666
511	130647	0.2928932188134525
512	130647	0.26970325665977857
513	130647	0.08712907082472321
514	130052	1.0
515	130647	0.2928932188134525
516	131169	0.2603997383663611
517	131486	0.6333206011887155
518	130591	0.4896896369201712
519	130591	0.6984886554222364
520	130408	0.8013201464402434
521	130647	0.507634036082669
522	131745	0.9417777490260418
523	131847	0.8933996418221948
524	131270	0.26213521262737816
525	131847	0.8933996418221948
526	131745	0.9417777490260418
527	131270	0.26213521262737816
528	130647	0.6594973876965006
529	130942	0.6127016653792583
530	130052	1.0
531	131088	0.7214569927344222
532	130647	0.33333333333333337
533	130909	0.5921498064523345
534	130596	0.33333333333333337
535	130595	0.25379749275536345
536	130927	0.6670998485694084
537	131934	0.3834909406753169
538	130647	0.27831216351296784
539	130052	1.0
540	131123	0.6576316059912697
541	130646	0.0
542	130285	0.8709005551264194
543	130650	0.7958758547680684
544	130647	0.5669872981077807
545	130324	0.6923884592178043
546	130647	0.4556689460481826
547	131559	0.4226497308103743
548	130594	0.0
549	130324	0.750243783578215
550	131559	0.2928932188134524
551	131526	0.9318005660529528
552	130616	0.5
553	130531	0.3264246859454366
554	130324	0.640907576770196
555	130647	0.16666666666666666
556	130530	0.4226497308103743
557	131934	0.3305613186047969
558	130324	0.7240872972317653
559	130324	0.766913381300774
560	130647	0.507634036082669
561	130647	0.4896896369201712
562	130324	0.7343062862231815
563	130052	1.0
564	130647	0.3845425451033363
565	130942	0.6713121324330418
566	130591	0.4896896369201712
567	130647	0.5743717346206256
568	130408	0.8013201464402434
569	131526	0.9318005660529528
570	130616	0.5
571	130644	0.2928932188134524
572	130647	0.27831216351296784
573	130829	0.7226499018873855
574	130052	1.0
575	131559	0.6837722339831621
576	130942	0.6713121324330418
577	130527	0.2701995508002383
578	130530	0.4226497308103743
579	130408	0.8091145711072667
580	130647	0.5101020514433643
581	130610	0.6658923721661774
582	130647	0.5049262285116628
583	130052	1.0
584	130647	0.7261387212474171
585	130644	0.507634036082669
586	130942	0.6521494573814782
587	130647	0.3545027756320971
588	131513	0.8456966500379081
589	130647	0.5101020514433643
590	130052	1.0
591	130530	0.4338614829277021
592	130942	0.6713121324330418
593	130617	0.5
594	130052	1.0
595	130644	0.507634036082669
596	130942	0.6486178892500329
597	130647	0.3845425451033363
598	130408	0.8013201464402434
599	130647	0.5743717346206256
600	130052	1.0
601	130647	0.3845425451033363
602	130591	0.527544408738466
603	130942	0.66833752096446
604	130620	0.6295207131825258
605	130672	0.46760286250005
606	131815	0.6666666666666667
607	130645	0.6666666666666667
608	130650	0.7958758547680684
609	130647	0.33333333333333337
611	130646	0.5
612	131123	0.6913933000758161
613	130650	0.7958758547680684
614	131426	0.7642977396044841
615	130647	0.3845425451033363
616	131123	0.7165266452430796
617	131123	0.7165266452430796
618	130285	0.8174258141649446
619	130646	0.0
620	130650	0.7958758547680684
621	130646	0.5
622	131123	0.6472621892486707
623	131469	0.8110177634953863
624	131426	0.7642977396044841
625	131123	0.6472621892486707
626	131270	0.05719095841793664
627	131426	0.7642977396044841
628	130650	0.7958758547680684
629	130052	1.0
630	131469	0.8110177634953863
631	130647	0.3845425451033363
632	130285	0.8174258141649446
633	131123	0.6932808205340514
634	131526	0.9318005660529528
635	130647	0.2284832501895404
636	131559	0.6984886554222364
637	130647	0.1339745962155614
638	131513	0.8456966500379081
639	130942	0.6589044798796768
640	130052	1.0
641	130584	0.4600944752009829
642	131526	0.9318005660529528
643	130647	0.2284832501895404
644	131559	0.6984886554222364
645	130324	0.696511510666558
646	130647	0.1339745962155614
647	131513	0.8456966500379081
648	130052	1.0
649	130584	0.4600944752009829
650	130647	0.2284832501895404
651	130052	1.0
652	131559	0.6984886554222364
653	131513	0.8456966500379081
654	130942	0.6713121324330418
655	130647	0.5101020514433643
656	130408	0.8091145711072667
657	130584	0.4600944752009829
658	130647	0.2284832501895404
659	130647	0.2284832501895404
660	130052	1.0
661	130942	0.6713121324330418
662	131559	0.6984886554222364
663	131513	0.8456966500379081
664	130647	0.5101020514433643
665	130408	0.8091145711072667
666	130584	0.4600944752009829
667	131609	0.7311935390097255
668	130647	0.2284832501895404
669	130052	1.0
670	131559	0.6984886554222364
671	131513	0.8456966500379081
672	130647	0.16666666666666666
673	130408	0.8091145711072667
674	130584	0.4600944752009829
675	130942	0.6652806593023985
676	130324	0.640907576770196
677	130531	0.4166666666666666
678	130647	0.4522774424948339
679	130647	0.3195861825602283
680	130052	1.0
681	131513	0.8456966500379081
682	131559	0.6984886554222364
683	130644	0.3511143154769498
684	130052	1.0
685	130644	0.0
686	130324	0.640907576770196
687	130052	1.0
688	130647	0.3195861825602283
689	130531	0.4166666666666666
690	131513	0.8456966500379081
691	131559	0.6984886554222364
692	130052	1.0
693	130647	0.4522774424948339
694	130647	0.16666666666666666
695	130650	0.7958758547680684
696	130285	0.8709005551264194
697	131123	0.7165266452430796
698	130646	0.0
699	130052	1.0
700	130753	0.7294551149844676
701	130931	0.7199439831943981
702	130647	0.5285954792089683
703	130647	0.2284832501895404
704	130324	0.7578999376468738
705	131559	0.6984886554222364
706	130616	0.4226497308103743
707	131513	0.8456966500379081
708	130647	0.1339745962155614
709	131559	0.4226497308103743
710	130647	0.16666666666666666
711	130616	0.4226497308103743
712	131513	0.8456966500379081
713	130324	0.640907576770196
714	131526	0.9318005660529528
715	130650	0.7958758547680684
716	130646	0.5917517095361371
717	131123	0.663183465145696
718	130646	0.0
719	130645	0.7018576030000281
720	130647	0.16666666666666666
721	131486	0.6333206011887155
722	131416	0.7745825913331419
723	130650	0.7958758547680684
724	130725	0.7642977396044841
725	131123	0.6771267984996212
726	130647	0.2928932188134525
727	130647	0.3195861825602283
728	130647	0.08712907082472321
729	131559	0.6220355269907728
730	131945	0.5477329831333546
731	130647	0.1339745962155614
732	131559	0.6984886554222364
733	130584	0.4600944752009829
734	130408	0.8091145711072667
735	131513	0.8456966500379081
736	130942	0.641431417199682
737	130647	0.2284832501895404
738	130052	1.0
739	131676	0.7958758547680684
740	131123	0.7006075245739519
741	130650	0.7958758547680684
743	131493	0.49290744716289
744	130591	0.5435645354123616
745	130531	0.25
746	130647	0.4896896369201712
747	130324	0.7293959634033047
748	131559	0.0
749	130324	0.7404457261907801
750	130829	0.7454860948096889
751	131573	0.6700855604630709
752	130560	0.456442693495391
753	130526	0.4522774424948339
754	131945	0.5714285714285714
755	130526	0.4522774424948339
756	130526	0.4522774424948339
757	130526	0.4522774424948339
758	130238	0.2701572398485722
759	130902	0.7105856192918469
760	131559	0.6666666666666667
761	131559	0.5
762	131063	0.2897161795521018
763	130647	0.26970325665977857
764	131559	0.5527864045000421
765	131146	0.4340835415818897
766	130645	0.26213521262737816
767	130786	0.8028265060829076
768	130647	0.26970325665977857
769	131559	0.5917517095361371
770	130931	0.7199439831943981
771	131559	0.0
772	130753	0.7474914406521698
773	131728	0.0
774	131526	0.9318005660529528
775	130647	0.3845425451033363
776	130324	0.696511510666558
